"","steps","plot"
"4650",1,"Mysticeti"
"4651",7,"Mysticeti"
"4652",5,"Mysticeti"
"4653",4,"Mysticeti"
"4654",7,"Mysticeti"
"4655",4,"Mysticeti"
"4656",6,"Mysticeti"
"4657",5,"Mysticeti"
"4658",7,"Mysticeti"
"4659",1,"Mysticeti"
"4660",6,"Mysticeti"
"4661",1,"Mysticeti"
"4662",2,"Mysticeti"
"4663",1,"Mysticeti"
"4664",3,"Mysticeti"
"4665",1,"Mysticeti"
"4666",4,"Mysticeti"
"4667",2,"Mysticeti"
"4668",6,"Mysticeti"
"4669",1,"Mysticeti"
"4670",5,"Mysticeti"
"4671",6,"Mysticeti"
"4672",1,"Mysticeti"
"4673",10,"Mysticeti"
"4674",1,"Mysticeti"
"4675",4,"Mysticeti"
"4676",3,"Mysticeti"
"4677",1,"Mysticeti"
"4678",6,"Mysticeti"
"4679",4,"Mysticeti"
"4680",1,"Mysticeti"
"4681",7,"Mysticeti"
"4682",4,"Mysticeti"
"4683",8,"Mysticeti"
"4684",4,"Mysticeti"
"4685",8,"Mysticeti"
"4686",1,"Mysticeti"
"4687",3,"Mysticeti"
"4688",5,"Mysticeti"
"4689",3,"Mysticeti"
"4690",5,"Mysticeti"
"4691",3,"Mysticeti"
"4692",3,"Mysticeti"
"4693",1,"Mysticeti"
"4694",6,"Mysticeti"
"4695",4,"Mysticeti"
"4696",1,"Mysticeti"
"4697",4,"Mysticeti"
"4698",8,"Mysticeti"
"4699",2,"Mysticeti"
"4700",5,"Mysticeti"
"4701",6,"Mysticeti"
"4702",11,"Mysticeti"
"4703",1,"Mysticeti"
"4704",8,"Mysticeti"
"4705",3,"Mysticeti"
"4706",1,"Mysticeti"
"4707",4,"Mysticeti"
"4708",5,"Mysticeti"
"4709",2,"Mysticeti"
"4710",5,"Mysticeti"
"4711",4,"Mysticeti"
"4712",8,"Mysticeti"
"4713",1,"Mysticeti"
"4714",1,"Mysticeti"
"4715",1,"Mysticeti"
"4716",7,"Mysticeti"
"4717",4,"Mysticeti"
"4718",1,"Mysticeti"
"4719",6,"Mysticeti"
"4720",1,"Mysticeti"
"4721",4,"Mysticeti"
"4722",9,"Mysticeti"
"4723",4,"Mysticeti"
"4724",11,"Mysticeti"
"4725",1,"Mysticeti"
"4726",5,"Mysticeti"
"4727",2,"Mysticeti"
"4728",2,"Mysticeti"
"4729",1,"Mysticeti"
"4730",2,"Mysticeti"
"4731",7,"Mysticeti"
"4732",1,"Mysticeti"
"4733",2,"Mysticeti"
"4734",6,"Mysticeti"
"4735",2,"Mysticeti"
"4736",1,"Mysticeti"
"4737",3,"Mysticeti"
"4738",3,"Mysticeti"
"4739",1,"Mysticeti"
"4740",3,"Mysticeti"
"4741",2,"Mysticeti"
"4742",3,"Mysticeti"
"4743",6,"Mysticeti"
"4744",2,"Mysticeti"
"4745",2,"Mysticeti"
"4746",1,"Mysticeti"
"4747",1,"Mysticeti"
"4748",3,"Mysticeti"
"4749",5,"Mysticeti"
"4750",3,"Mysticeti"
"4751",5,"Mysticeti"
"4752",2,"Mysticeti"
"4753",3,"Mysticeti"
"4754",8,"Mysticeti"
"4755",3,"Mysticeti"
"4756",2,"Mysticeti"
"4757",1,"Mysticeti"
"4758",2,"Mysticeti"
"4759",4,"Mysticeti"
"4760",2,"Mysticeti"
"4761",2,"Mysticeti"
"4762",2,"Mysticeti"
"4763",4,"Mysticeti"
"4764",3,"Mysticeti"
"4765",4,"Mysticeti"
"4766",3,"Mysticeti"
"4767",1,"Mysticeti"
"4768",2,"Mysticeti"
"4769",7,"Mysticeti"
"4770",1,"Mysticeti"
"4771",4,"Mysticeti"
"4772",2,"Mysticeti"
"4773",1,"Mysticeti"
"4774",3,"Mysticeti"
"4775",1,"Mysticeti"
"4776",2,"Mysticeti"
"4777",3,"Mysticeti"
"4778",1,"Mysticeti"
"4779",2,"Mysticeti"
"4780",1,"Mysticeti"
"4781",1,"Mysticeti"
"4782",4,"Panarthropoda"
"4783",5,"Panarthropoda"
"4784",1,"Panarthropoda"
"4785",1,"Panarthropoda"
"4786",2,"Panarthropoda"
"4787",3,"Panarthropoda"
"4788",1,"Panarthropoda"
"4789",2,"Panarthropoda"
"4790",1,"Panarthropoda"
"4791",2,"Panarthropoda"
"4792",2,"Panarthropoda"
"4793",2,"Panarthropoda"
"4794",1,"Panarthropoda"
"4795",1,"Panarthropoda"
"4796",2,"Panarthropoda"
"4797",1,"Panarthropoda"
"4798",4,"Panarthropoda"
"4799",1,"Panarthropoda"
"4800",2,"Panarthropoda"
"4801",5,"Panarthropoda"
"4802",1,"Panarthropoda"
"4803",3,"Panarthropoda"
"4804",3,"Panarthropoda"
"4805",6,"Panarthropoda"
"4806",2,"Panarthropoda"
"4807",2,"Panarthropoda"
"4808",3,"Panarthropoda"
"4809",1,"Panarthropoda"
"4810",1,"Panarthropoda"
"4811",1,"Panarthropoda"
"4812",12,"Panarthropoda"
"4813",7,"Panarthropoda"
"4814",1,"Panarthropoda"
"4815",1,"Panarthropoda"
"4816",1,"Panarthropoda"
"4817",1,"Panarthropoda"
"4818",1,"Panarthropoda"
"4819",1,"Panarthropoda"
"4820",6,"Panarthropoda"
"4821",2,"Panarthropoda"
"4822",1,"Panarthropoda"
"4823",1,"Panarthropoda"
"4824",8,"Panarthropoda"
"4825",5,"Panarthropoda"
"4826",1,"Panarthropoda"
"4827",2,"Panarthropoda"
"4828",1,"Panarthropoda"
"4829",3,"Panarthropoda"
"4830",9,"Panarthropoda"
"4831",2,"Panarthropoda"
"4832",4,"Panarthropoda"
"4833",2,"Panarthropoda"
"4834",1,"Panarthropoda"
"4835",2,"Panarthropoda"
"4836",1,"Panarthropoda"
"4837",1,"Panarthropoda"
"4838",1,"Panarthropoda"
"4839",1,"Panarthropoda"
"4840",1,"Panarthropoda"
"4841",1,"Panarthropoda"
"4842",1,"Panarthropoda"
"4843",2,"Panarthropoda"
"4844",2,"Panarthropoda"
"4845",1,"Panarthropoda"
"4846",1,"Panarthropoda"
"4847",3,"Panarthropoda"
"4848",2,"Panarthropoda"
"4849",3,"Panarthropoda"
"4850",1,"Panarthropoda"
"4851",2,"Panarthropoda"
"4852",2,"Panarthropoda"
"4853",3,"Panarthropoda"
"4854",2,"Panarthropoda"
"4855",1,"Panarthropoda"
"4856",2,"Panarthropoda"
"4857",2,"Panarthropoda"
"4858",1,"Panarthropoda"
"4859",5,"Panarthropoda"
"4860",2,"Panarthropoda"
"4861",1,"Panarthropoda"
"4862",1,"Panarthropoda"
"4863",3,"Panarthropoda"
"4864",1,"Panarthropoda"
"4865",1,"Panarthropoda"
"4866",1,"Panarthropoda"
"4867",1,"Panarthropoda"
"4868",1,"Panarthropoda"
"4869",1,"Panarthropoda"
"4870",1,"Panarthropoda"
"4871",1,"Panarthropoda"
"4872",1,"Panarthropoda"
"4873",1,"Panarthropoda"
"4874",1,"Panarthropoda"
"4875",1,"Panarthropoda"
"4876",1,"Panarthropoda"
"4877",1,"Panarthropoda"
"4878",1,"Panarthropoda"
"4879",1,"Panarthropoda"
"4880",3,"Panarthropoda"
"4881",3,"Panarthropoda"
"4882",15,"Panarthropoda"
"4883",3,"Panarthropoda"
"4884",1,"Panarthropoda"
"4885",1,"Panarthropoda"
"4886",1,"Panarthropoda"
"4887",1,"Panarthropoda"
"4888",1,"Panarthropoda"
"4889",1,"Panarthropoda"
"4890",1,"Panarthropoda"
"4891",1,"Panarthropoda"
"4892",1,"Panarthropoda"
"4893",2,"Panarthropoda"
"4894",1,"Panarthropoda"
"4895",2,"Panarthropoda"
"4896",1,"Panarthropoda"
"4897",1,"Panarthropoda"
"4898",1,"Panarthropoda"
"4899",3,"Panarthropoda"
"4900",2,"Panarthropoda"
"4901",1,"Panarthropoda"
"4902",1,"Panarthropoda"
"4903",13,"Panarthropoda"
"4904",10,"Panarthropoda"
"4905",2,"Panarthropoda"
"4906",1,"Panarthropoda"
"4907",4,"Panarthropoda"
"4908",2,"Panarthropoda"
"4909",1,"Panarthropoda"
"4910",7,"Panarthropoda"
"4911",2,"Panarthropoda"
"4912",2,"Panarthropoda"
"4913",2,"Panarthropoda"
"4914",4,"Panarthropoda"
"4915",2,"Panarthropoda"
"4916",1,"Panarthropoda"
"4917",1,"Panarthropoda"
"4918",3,"Panarthropoda"
"4919",5,"Panarthropoda"
"4920",3,"Panarthropoda"
"4921",1,"Panarthropoda"
"4922",2,"Panarthropoda"
"4923",2,"Panarthropoda"
"4924",2,"Panarthropoda"
"4925",1,"Panarthropoda"
"4926",2,"Panarthropoda"
"4927",1,"Panarthropoda"
"4928",2,"Panarthropoda"
"4929",2,"Panarthropoda"
"4930",2,"Panarthropoda"
"4931",8,"Panarthropoda"
"4932",1,"Panarthropoda"
"4933",2,"Panarthropoda"
"4934",1,"Panarthropoda"
"4935",10,"Panarthropoda"
"4936",2,"Panarthropoda"
"4937",1,"Panarthropoda"
"4938",4,"Panarthropoda"
"4939",7,"Panarthropoda"
"4940",2,"Panarthropoda"
"4941",1,"Panarthropoda"
"4942",3,"Panarthropoda"
"4943",1,"Panarthropoda"
"4944",3,"Panarthropoda"
"4945",1,"Panarthropoda"
"4946",1,"Panarthropoda"
"4947",3,"Panarthropoda"
"4948",1,"Panarthropoda"
"4949",1,"Panarthropoda"
"4950",1,"Panarthropoda"
"4951",1,"Panarthropoda"
"4952",1,"Panarthropoda"
"4953",1,"Panarthropoda"
"4954",3,"Panarthropoda"
"4955",2,"Panarthropoda"
"4956",2,"Panarthropoda"
"4957",1,"Panarthropoda"
"4958",1,"Panarthropoda"
"4959",2,"Panarthropoda"
"4960",1,"Panarthropoda"
"4961",1,"Panarthropoda"
"4962",2,"Panarthropoda"
"4963",1,"Panarthropoda"
"4964",1,"Panarthropoda"
"4965",10,"Panarthropoda"
"4966",1,"Panarthropoda"
"4967",2,"Panarthropoda"
"4968",1,"Panarthropoda"
"4969",1,"Panarthropoda"
"4970",1,"Panarthropoda"
"4971",1,"Panarthropoda"
"4972",1,"Panarthropoda"
"4973",3,"Panarthropoda"
"4974",2,"Panarthropoda"
"4975",2,"Panarthropoda"
"4976",2,"Panarthropoda"
"4977",2,"Panarthropoda"
"4978",2,"Panarthropoda"
"4979",2,"Panarthropoda"
"4980",2,"Panarthropoda"
"4981",1,"Panarthropoda"
"4982",1,"Panarthropoda"
"4983",1,"Panarthropoda"
"4984",2,"Panarthropoda"
"4985",1,"Panarthropoda"
"4986",1,"Panarthropoda"
"4987",2,"Panarthropoda"
"4988",1,"Panarthropoda"
"4989",1,"Panarthropoda"
"4990",3,"Panarthropoda"
"4991",3,"Panarthropoda"
"4992",1,"Panarthropoda"
"4993",1,"Panarthropoda"
"4994",1,"Panarthropoda"
"4995",2,"Panarthropoda"
"4996",1,"Panarthropoda"
"4997",1,"Panarthropoda"
"4998",1,"Panarthropoda"
"4999",1,"Panarthropoda"
"5000",1,"Panarthropoda"
"5001",1,"Panarthropoda"
"5002",2,"Panarthropoda"
"5003",1,"Panarthropoda"
"5004",1,"Panarthropoda"
"5005",3,"Panarthropoda"
"5006",1,"Panarthropoda"
"5007",3,"Panarthropoda"
"5008",1,"Panarthropoda"
"5009",1,"Panarthropoda"
"5010",1,"Panarthropoda"
"5011",4,"Panarthropoda"
"5012",1,"Panarthropoda"
"5013",1,"Panarthropoda"
"5014",1,"Panarthropoda"
"5015",2,"Panarthropoda"
"5016",1,"Panarthropoda"
"5017",2,"Panarthropoda"
"5018",2,"Panarthropoda"
"5019",1,"Panarthropoda"
"5020",1,"Panarthropoda"
"5021",1,"Panarthropoda"
"5022",1,"Panarthropoda"
"5023",1,"Panarthropoda"
"5024",2,"Panarthropoda"
"5025",2,"Panarthropoda"
"5026",4,"Panarthropoda"
"5027",2,"Panarthropoda"
"5028",2,"Panarthropoda"
"5029",1,"Panarthropoda"
"5030",1,"Panarthropoda"
"5031",1,"Panarthropoda"
"5032",1,"Panarthropoda"
"5033",2,"Panarthropoda"
"5034",3,"Panarthropoda"
"5035",6,"Panarthropoda"
"5036",1,"Panarthropoda"
"5037",2,"Panarthropoda"
"5038",2,"Panarthropoda"
"5039",1,"Panarthropoda"
"5040",2,"Panarthropoda"
"5041",2,"Panarthropoda"
"5042",1,"Panarthropoda"
"5043",1,"Panarthropoda"
"5044",2,"Panarthropoda"
"5045",1,"Panarthropoda"
"5046",2,"Panarthropoda"
"5047",3,"Panarthropoda"
"5048",2,"Panarthropoda"
"5049",1,"Panarthropoda"
"5050",1,"Panarthropoda"
"5051",2,"Panarthropoda"
"5052",9,"Panarthropoda"
"5053",2,"Panarthropoda"
"5054",1,"Panarthropoda"
"5055",1,"Panarthropoda"
"5056",3,"Panarthropoda"
"5057",1,"Panarthropoda"
"5058",4,"Panarthropoda"
"5059",1,"Panarthropoda"
"5060",1,"Panarthropoda"
"5061",2,"Panarthropoda"
"5062",2,"Panarthropoda"
"5063",1,"Panarthropoda"
"5064",7,"Panarthropoda"
"5065",1,"Panarthropoda"
"5066",1,"Panarthropoda"
"5067",1,"Panarthropoda"
"5068",1,"Panarthropoda"
"5069",1,"Panarthropoda"
"5070",1,"Panarthropoda"
"5071",1,"Panarthropoda"
"5072",1,"Panarthropoda"
"5073",2,"Panarthropoda"
"5074",1,"Panarthropoda"
"5075",1,"Panarthropoda"
"5076",2,"Panarthropoda"
"5077",1,"Panarthropoda"
"5078",1,"Panarthropoda"
"5079",2,"Panarthropoda"
"5080",1,"Panarthropoda"
"5081",2,"Panarthropoda"
"5082",1,"Panarthropoda"
"5083",1,"Panarthropoda"
"5084",3,"Panarthropoda"
"5085",2,"Panarthropoda"
"5086",1,"Panarthropoda"
"5087",1,"Panarthropoda"
"5088",3,"Panarthropoda"
"5089",3,"Panarthropoda"
"5090",2,"Panarthropoda"
"5091",3,"Panarthropoda"
"5092",2,"Panarthropoda"
"5093",2,"Panarthropoda"
"5094",1,"Panarthropoda"
"5095",2,"Panarthropoda"
"5096",2,"Panarthropoda"
"5097",2,"Panarthropoda"
"5098",2,"Panarthropoda"
"5099",1,"Panarthropoda"
"5100",1,"Panarthropoda"
"5101",2,"Panarthropoda"
"5102",3,"Panarthropoda"
"5103",4,"Panarthropoda"
"5104",3,"Panarthropoda"
"5105",2,"Panarthropoda"
"5106",1,"Panarthropoda"
"5107",1,"Panarthropoda"
"5108",1,"Panarthropoda"
"5109",1,"Panarthropoda"
"5110",2,"Panarthropoda"
"5111",1,"Panarthropoda"
"5112",2,"Panarthropoda"
"5113",2,"Panarthropoda"
"5114",2,"Panarthropoda"
"5115",2,"Panarthropoda"
"5116",2,"Panarthropoda"
"5117",2,"Panarthropoda"
"5118",1,"Panarthropoda"
"5119",2,"Panarthropoda"
"5120",3,"Panarthropoda"
"5121",2,"Panarthropoda"
"5122",1,"Panarthropoda"
"5123",1,"Panarthropoda"
"5124",1,"Panarthropoda"
"5125",1,"Panarthropoda"
"5126",2,"Panarthropoda"
"5127",1,"Panarthropoda"
"5128",1,"Panarthropoda"
"5129",1,"Panarthropoda"
"5130",1,"Panarthropoda"
"5131",1,"Panarthropoda"
"5132",1,"Panarthropoda"
"5133",1,"Panarthropoda"
"5134",1,"Panarthropoda"
"5135",1,"Panarthropoda"
"5136",4,"Panarthropoda"
"5137",1,"Panarthropoda"
"5138",2,"Panarthropoda"
"5139",3,"Panarthropoda"
"5140",1,"Panarthropoda"
"5141",1,"Panarthropoda"
"5142",1,"Panarthropoda"
"5143",1,"Panarthropoda"
"5144",1,"Panarthropoda"
"5145",1,"Panarthropoda"
"5146",2,"Panarthropoda"
"5147",5,"Panarthropoda"
"5148",1,"Panarthropoda"
"5149",1,"Panarthropoda"
"5150",4,"Panarthropoda"
"5151",2,"Panarthropoda"
"5152",3,"Panarthropoda"
"5153",1,"Panarthropoda"
"5154",2,"Panarthropoda"
"5155",2,"Panarthropoda"
"5156",1,"Panarthropoda"
"5157",2,"Panarthropoda"
"5158",1,"Panarthropoda"
"5159",1,"Panarthropoda"
"5160",1,"Panarthropoda"
"5161",3,"Panarthropoda"
"5162",1,"Panarthropoda"
"5163",1,"Panarthropoda"
"5164",1,"Panarthropoda"
"5165",1,"Panarthropoda"
"5166",2,"Panarthropoda"
"5167",4,"Panarthropoda"
"5168",2,"Panarthropoda"
"5169",1,"Panarthropoda"
"5170",2,"Panarthropoda"
"5171",3,"Panarthropoda"
"5172",1,"Panarthropoda"
"5173",1,"Panarthropoda"
"5174",2,"Panarthropoda"
"5175",1,"Panarthropoda"
"5176",1,"Panarthropoda"
"5177",1,"Panarthropoda"
"5178",1,"Panarthropoda"
"5179",2,"Panarthropoda"
"5180",2,"Panarthropoda"
"5181",1,"Panarthropoda"
"5182",1,"Panarthropoda"
"5183",1,"Panarthropoda"
"5184",3,"Panarthropoda"
"5185",1,"Panarthropoda"
"5186",4,"Panarthropoda"
"5187",1,"Panarthropoda"
"5188",1,"Panarthropoda"
"5189",2,"Panarthropoda"
"5190",32,"Panarthropoda"
"5191",1,"Panarthropoda"
"5192",12,"Panarthropoda"
"5193",3,"Panarthropoda"
"5194",1,"Panarthropoda"
"5195",1,"Panarthropoda"
"5196",1,"Panarthropoda"
"5197",3,"Panarthropoda"
"5198",3,"Panarthropoda"
"5199",1,"Panarthropoda"
"5200",1,"Panarthropoda"
"5201",1,"Panarthropoda"
"5202",2,"Panarthropoda"
"5203",1,"Panarthropoda"
"5204",3,"Panarthropoda"
"5205",1,"Panarthropoda"
"5206",1,"Panarthropoda"
"5207",3,"Panarthropoda"
"5208",1,"Panarthropoda"
"5209",1,"Panarthropoda"
"5210",2,"Panarthropoda"
"5211",1,"Panarthropoda"
"5212",3,"Panarthropoda"
"5213",1,"Panarthropoda"
"5214",1,"Panarthropoda"
"5215",1,"Panarthropoda"
"5216",2,"Panarthropoda"
"5217",2,"Panarthropoda"
"5218",1,"Panarthropoda"
"5219",5,"Panarthropoda"
"5220",2,"Panarthropoda"
"5221",1,"Panarthropoda"
"5222",2,"Panarthropoda"
"5223",1,"Panarthropoda"
"5224",1,"Panarthropoda"
"5225",2,"Panarthropoda"
"5226",2,"Panarthropoda"
"5227",3,"Panarthropoda"
"5228",2,"Panarthropoda"
"5229",2,"Panarthropoda"
"5230",2,"Panarthropoda"
"5231",4,"Panarthropoda"
"5232",1,"Panarthropoda"
"5233",2,"Panarthropoda"
"5234",2,"Panarthropoda"
"5235",3,"Panarthropoda"
"5236",4,"Panarthropoda"
"5237",4,"Panarthropoda"
"5238",1,"Panarthropoda"
"5239",3,"Panarthropoda"
"5240",2,"Panarthropoda"
"5241",2,"Panarthropoda"
"5242",2,"Panarthropoda"
"5243",1,"Panarthropoda"
"5244",2,"Panarthropoda"
"5245",1,"Panarthropoda"
"5246",3,"Panarthropoda"
"5247",6,"Panarthropoda"
"5248",1,"Panarthropoda"
"5249",1,"Panarthropoda"
"5250",4,"Panarthropoda"
"5251",1,"Panarthropoda"
"5252",2,"Panarthropoda"
"5253",1,"Panarthropoda"
"5254",1,"Panarthropoda"
"5255",2,"Panarthropoda"
"5256",1,"Panarthropoda"
"5257",3,"Panarthropoda"
"5258",4,"Panarthropoda"
"5259",3,"Panarthropoda"
"5260",2,"Panarthropoda"
"5261",2,"Panarthropoda"
"5262",1,"Panarthropoda"
"5263",1,"Panarthropoda"
"5264",1,"Panarthropoda"
"5265",2,"Panarthropoda"
"5266",3,"Panarthropoda"
"5267",1,"Panarthropoda"
"5268",4,"Panarthropoda"
"5269",2,"Panarthropoda"
"5270",2,"Panarthropoda"
"5271",3,"Panarthropoda"
"5272",1,"Panarthropoda"
"5273",2,"Panarthropoda"
"5274",1,"Panarthropoda"
"5275",4,"Panarthropoda"
"5276",1,"Panarthropoda"
"5277",2,"Panarthropoda"
"5278",1,"Panarthropoda"
"5279",5,"Panarthropoda"
"5280",1,"Panarthropoda"
"5281",3,"Panarthropoda"
"5282",2,"Panarthropoda"
"5283",4,"Panarthropoda"
"5284",1,"Panarthropoda"
"5285",1,"Panarthropoda"
"5286",1,"Panarthropoda"
"5287",1,"Panarthropoda"
"5288",1,"Panarthropoda"
"5289",1,"Panarthropoda"
"5290",1,"Panarthropoda"
"5291",2,"Panarthropoda"
"5292",1,"Panarthropoda"
"5293",1,"Panarthropoda"
"5294",1,"Panarthropoda"
"5295",1,"Panarthropoda"
"5296",1,"Panarthropoda"
"5297",2,"Panarthropoda"
"5298",2,"Panarthropoda"
"5299",1,"Panarthropoda"
"5300",2,"Panarthropoda"
"5301",1,"Panarthropoda"
"5302",2,"Panarthropoda"
"5303",1,"Panarthropoda"
"5304",1,"Panarthropoda"
"5305",1,"Panarthropoda"
"5306",1,"Panarthropoda"
"5307",6,"Panarthropoda"
"5308",5,"Panarthropoda"
"5309",1,"Panarthropoda"
"5310",2,"Panarthropoda"
"5311",1,"Panarthropoda"
"5312",3,"Panarthropoda"
"5313",2,"Panarthropoda"
"5314",1,"Panarthropoda"
"5315",1,"Panarthropoda"
"5316",2,"Panarthropoda"
"5317",5,"Panarthropoda"
"5318",1,"Panarthropoda"
"5319",2,"Panarthropoda"
"5320",1,"Panarthropoda"
"5321",1,"Panarthropoda"
"5322",2,"Panarthropoda"
"5323",1,"Panarthropoda"
"5324",2,"Panarthropoda"
"5325",2,"Panarthropoda"
"5326",1,"Panarthropoda"
"5327",1,"Panarthropoda"
"5328",4,"Panarthropoda"
"5329",2,"Panarthropoda"
"5330",1,"Panarthropoda"
"5331",1,"Panarthropoda"
"5332",3,"Panarthropoda"
"5333",1,"Panarthropoda"
"5334",1,"Panarthropoda"
"5335",2,"Panarthropoda"
"5336",1,"Panarthropoda"
"5337",2,"Panarthropoda"
"5338",2,"Panarthropoda"
"5339",1,"Panarthropoda"
"5340",2,"Panarthropoda"
"5341",2,"Panarthropoda"
"5342",2,"Panarthropoda"
"5343",1,"Panarthropoda"
"5344",2,"Panarthropoda"
"5345",1,"Panarthropoda"
"5346",1,"Panarthropoda"
"5347",1,"Panarthropoda"
"5348",1,"Panarthropoda"
"5349",8,"Panarthropoda"
"5350",2,"Panarthropoda"
"5351",1,"Panarthropoda"
"5352",1,"Panarthropoda"
"5353",1,"Panarthropoda"
"5354",1,"Panarthropoda"
"5355",1,"Panarthropoda"
"5356",3,"Panarthropoda"
"5357",1,"Panarthropoda"
"5358",1,"Panarthropoda"
"5359",2,"Panarthropoda"
"5360",2,"Panarthropoda"
"5361",3,"Panarthropoda"
"5362",2,"Panarthropoda"
"5363",2,"Panarthropoda"
"5364",4,"Panarthropoda"
"5365",2,"Panarthropoda"
"5366",1,"Panarthropoda"
"5367",1,"Panarthropoda"
"5368",1,"Panarthropoda"
"5369",1,"Panarthropoda"
"5370",2,"Panarthropoda"
"5371",1,"Panarthropoda"
"5372",2,"Panarthropoda"
"5373",7,"Panarthropoda"
"5374",6,"Panarthropoda"
"5375",2,"Panarthropoda"
"5376",1,"Panarthropoda"
"5377",5,"Panarthropoda"
"5378",1,"Panarthropoda"
"5379",2,"Panarthropoda"
"5380",2,"Panarthropoda"
"5381",2,"Panarthropoda"
"5382",3,"Panarthropoda"
"5383",1,"Panarthropoda"
"5384",1,"Panarthropoda"
"5385",1,"Panarthropoda"
"5386",1,"Panarthropoda"
"5387",10,"Panarthropoda"
"5388",1,"Panarthropoda"
"5389",1,"Panarthropoda"
"5390",6,"Panarthropoda"
"5391",2,"Panarthropoda"
"5392",1,"Panarthropoda"
"5393",2,"Panarthropoda"
"5394",1,"Panarthropoda"
"5395",1,"Panarthropoda"
"5396",1,"Panarthropoda"
"5397",1,"Panarthropoda"
"5398",3,"Panarthropoda"
"5399",8,"Panarthropoda"
"5400",5,"Panarthropoda"
"5401",2,"Panarthropoda"
"5402",1,"Panarthropoda"
"5403",1,"Panarthropoda"
"5404",7,"Panarthropoda"
"5405",1,"Panarthropoda"
"5406",1,"Panarthropoda"
"5407",4,"Panarthropoda"
"5408",1,"Panarthropoda"
"5409",2,"Panarthropoda"
"5410",1,"Panarthropoda"
"5411",2,"Panarthropoda"
"5412",1,"Panarthropoda"
"5413",1,"Panarthropoda"
"5414",1,"Panarthropoda"
"5415",2,"Panarthropoda"
"5416",1,"Panarthropoda"
"5417",1,"Panarthropoda"
"5418",1,"Panarthropoda"
"5419",1,"Panarthropoda"
"5420",1,"Panarthropoda"
"5421",1,"Panarthropoda"
"5422",1,"Panarthropoda"
"5423",1,"Panarthropoda"
"5424",1,"Panarthropoda"
"5425",2,"Panarthropoda"
"5426",6,"Serpentes"
"5427",1,"Serpentes"
"5428",2,"Serpentes"
"5429",3,"Serpentes"
"5430",2,"Serpentes"
"5431",5,"Serpentes"
"5432",2,"Serpentes"
"5433",3,"Serpentes"
"5434",4,"Serpentes"
"5435",4,"Serpentes"
"5436",3,"Serpentes"
"5437",3,"Serpentes"
"5438",3,"Serpentes"
"5439",4,"Serpentes"
"5440",1,"Serpentes"
"5441",1,"Serpentes"
"5442",1,"Serpentes"
"5443",3,"Serpentes"
"5444",1,"Serpentes"
"5445",4,"Serpentes"
"5446",3,"Serpentes"
"5447",1,"Serpentes"
"5448",1,"Serpentes"
"5449",1,"Serpentes"
"5450",4,"Serpentes"
"5451",1,"Serpentes"
"5452",1,"Serpentes"
"5453",3,"Serpentes"
"5454",2,"Serpentes"
"5455",2,"Serpentes"
"5456",1,"Serpentes"
"5457",1,"Serpentes"
"5458",6,"Serpentes"
"5459",3,"Serpentes"
"5460",1,"Serpentes"
"5461",2,"Serpentes"
"5462",3,"Serpentes"
"5463",1,"Serpentes"
"5464",1,"Serpentes"
"5465",4,"Serpentes"
"5466",1,"Serpentes"
"5467",2,"Serpentes"
"5468",1,"Serpentes"
"5469",1,"Serpentes"
"5470",1,"Serpentes"
"5471",6,"Serpentes"
"5472",4,"Serpentes"
"5473",4,"Serpentes"
"5474",8,"Serpentes"
"5475",1,"Serpentes"
"5476",3,"Serpentes"
"5477",2,"Serpentes"
"5478",5,"Serpentes"
"5479",1,"Serpentes"
"5480",1,"Serpentes"
"5481",2,"Serpentes"
"5482",1,"Serpentes"
"5483",6,"Serpentes"
"5484",1,"Serpentes"
"5485",5,"Serpentes"
"5486",2,"Serpentes"
"5487",1,"Serpentes"
"5488",1,"Serpentes"
"5489",4,"Serpentes"
"5490",1,"Serpentes"
"5491",2,"Serpentes"
"5492",1,"Serpentes"
"5493",1,"Serpentes"
"5494",5,"Serpentes"
"5495",2,"Serpentes"
"5496",3,"Serpentes"
"5497",3,"Serpentes"
"5498",3,"Serpentes"
"5499",1,"Serpentes"
"5500",1,"Serpentes"
"5501",2,"Serpentes"
"5502",1,"Serpentes"
"5503",1,"Serpentes"
"5504",1,"Serpentes"
"5505",4,"Serpentes"
"5506",1,"Serpentes"
"5507",2,"Serpentes"
"5508",1,"Serpentes"
"5509",1,"Serpentes"
"5510",4,"Serpentes"
"5511",2,"Serpentes"
"5512",1,"Serpentes"
"5513",3,"Serpentes"
"5514",3,"Serpentes"
"5515",1,"Serpentes"
"5516",4,"Serpentes"
"5517",1,"Serpentes"
"5518",0,"Serpentes"
"5519",1,"Serpentes"
"5520",8,"Serpentes"
"5521",2,"Serpentes"
"5522",1,"Serpentes"
"5523",5,"Serpentes"
"5524",3,"Serpentes"
"5525",2,"Serpentes"
"5526",1,"Serpentes"
"5527",1,"Serpentes"
"5528",2,"Serpentes"
"5529",1,"Serpentes"
"5530",1,"Serpentes"
"5531",1,"Serpentes"
"5532",3,"Serpentes"
"5533",5,"Serpentes"
"5534",5,"Serpentes"
"5535",1,"Serpentes"
"5536",1,"Serpentes"
"5537",3,"Serpentes"
"5538",3,"Serpentes"
"5539",1,"Serpentes"
"5540",2,"Serpentes"
"5541",1,"Serpentes"
"5542",1,"Serpentes"
"5543",2,"Serpentes"
"5544",3,"Serpentes"
"5545",1,"Serpentes"
"5546",1,"Serpentes"
