"","steps","plot"
"2183",6,"Mammalia"
"2184",1,"Mammalia"
"2185",1,"Mammalia"
"2186",2,"Mammalia"
"2187",6,"Mammalia"
"2188",2,"Mammalia"
"2189",4,"Mammalia"
"2190",10,"Mammalia"
"2191",7,"Mammalia"
"2192",5,"Mammalia"
"2193",5,"Mammalia"
"2194",2,"Mammalia"
"2195",1,"Mammalia"
"2196",8,"Mammalia"
"2197",5,"Mammalia"
"2198",5,"Mammalia"
"2199",3,"Mammalia"
"2200",17,"Mammalia"
"2201",19,"Mammalia"
"2202",19,"Mammalia"
"2203",16,"Mammalia"
"2204",12,"Mammalia"
"2205",11,"Mammalia"
"2206",21,"Mammalia"
"2207",6,"Mammalia"
"2208",7,"Mammalia"
"2209",15,"Mammalia"
"2210",11,"Mammalia"
"2211",14,"Mammalia"
"2212",4,"Mammalia"
"2213",5,"Mammalia"
"2214",4,"Mammalia"
"2215",1,"Mammalia"
"2216",2,"Mammalia"
"2217",1,"Mammalia"
"2218",6,"Mammalia"
"2219",16,"Mammalia"
"2220",16,"Mammalia"
"2221",3,"Mammalia"
"2222",19,"Mammalia"
"2223",2,"Mammalia"
"2224",1,"Mammalia"
"2225",7,"Mammalia"
"2226",14,"Mammalia"
"2227",1,"Mammalia"
"2228",5,"Mammalia"
"2229",20,"Mammalia"
"2230",12,"Mammalia"
"2231",12,"Mammalia"
"2232",8,"Mammalia"
"2233",1,"Mammalia"
"2234",16,"Mammalia"
"2235",3,"Mammalia"
"2236",2,"Mammalia"
"2237",3,"Mammalia"
"2238",2,"Mammalia"
"2239",2,"Mammalia"
"2240",2,"Mammalia"
"2241",1,"Mammalia"
"2242",1,"Mammalia"
"2243",15,"Mammalia"
"2244",2,"Mammalia"
"2245",2,"Mammalia"
"2246",1,"Mammalia"
"2247",1,"Mammalia"
"2248",1,"Mammalia"
"2249",0,"Mammalia"
"2250",1,"Mammalia"
"2251",0,"Mammalia"
"2252",8,"Mammalia"
"2253",7,"Mammalia"
"2254",3,"Mammalia"
"2255",4,"Mammalia"
"2256",10,"Mammalia"
"2257",12,"Mammalia"
"2258",2,"Mammalia"
"2259",10,"Mammalia"
"2260",1,"Mammalia"
"2261",11,"Mammalia"
"2262",6,"Mammalia"
"2263",3,"Mammalia"
"2264",5,"Mammalia"
"2265",4,"Mammalia"
"2266",7,"Mammalia"
"2267",2,"Mammalia"
"2268",11,"Mammalia"
"2269",7,"Mammalia"
"2270",5,"Mammalia"
"2271",3,"Mammalia"
"2272",6,"Mammalia"
"2273",2,"Mammalia"
"2274",2,"Mammalia"
"2275",3,"Mammalia"
"2276",1,"Mammalia"
"2277",2,"Mammalia"
"2278",7,"Mammalia"
"2279",4,"Mammalia"
"2280",4,"Mammalia"
"2281",5,"Mammalia"
"2282",7,"Mammalia"
"2283",4,"Mammalia"
"2284",1,"Mammalia"
"2285",1,"Mammalia"
"2286",5,"Mammalia"
"2287",1,"Mammalia"
"2288",3,"Mammalia"
"2289",4,"Mammalia"
"2290",1,"Mammalia"
"2291",4,"Mammalia"
"2292",0,"Mammalia"
"2293",5,"Mammalia"
"2294",1,"Mammalia"
"2295",7,"Mammalia"
"2296",8,"Mammalia"
"2297",5,"Mammalia"
"2298",5,"Mammalia"
"2299",1,"Mammalia"
"2300",3,"Mammalia"
"2301",4,"Mammalia"
"2302",6,"Mammalia"
"2303",1,"Mammalia"
"2304",1,"Mammalia"
"2305",13,"Mammalia"
"2306",5,"Mammalia"
"2307",5,"Mammalia"
"2308",2,"Mammalia"
"2309",1,"Mammalia"
"2310",11,"Mammalia"
"2311",0,"Mammalia"
"2312",11,"Mammalia"
"2313",3,"Mammalia"
"2314",5,"Mammalia"
"2315",8,"Mammalia"
"2316",4,"Mammalia"
"2317",2,"Mammalia"
"2318",5,"Mammalia"
"2319",2,"Mammalia"
"2320",4,"Mammalia"
"2321",9,"Mammalia"
"2322",0,"Mammalia"
"2323",3,"Mammalia"
"2324",1,"Mammalia"
"2325",1,"Mammalia"
"2326",1,"Mammalia"
"2327",1,"Mammalia"
"2328",8,"Mammalia"
"2329",1,"Mammalia"
"2330",1,"Mammalia"
"2331",0,"Mammalia"
"2332",0,"Mammalia"
"2333",1,"Mammalia"
"2334",3,"Mammalia"
"2335",1,"Mammalia"
"2336",8,"Mammalia"
"2337",9,"Mammalia"
"2338",4,"Mammalia"
"2339",3,"Mammalia"
"2340",1,"Mammalia"
"2341",8,"Mammalia"
"2342",3,"Mammalia"
"2343",11,"Mammalia"
"2344",6,"Mammalia"
"2345",1,"Mammalia"
"2346",3,"Mammalia"
"2347",4,"Mammalia"
"2348",3,"Mammalia"
"2349",1,"Mammalia"
"2350",7,"Mammalia"
"2351",11,"Mammalia"
"2352",4,"Mammalia"
"2353",7,"Mammalia"
"2354",4,"Mammalia"
"2355",2,"Mammalia"
"2356",1,"Mammalia"
"2357",1,"Mammalia"
"2358",4,"Mammalia"
"2359",2,"Mammalia"
"2360",6,"Mammalia"
"2361",13,"Mammalia"
"2362",5,"Mammalia"
"2363",8,"Mammalia"
"2364",2,"Mammalia"
"2365",13,"Mammalia"
"2366",2,"Mammalia"
"2367",7,"Mammalia"
"2368",1,"Mammalia"
"2369",8,"Mammalia"
"2370",1,"Mammalia"
"2371",3,"Mammalia"
"2372",10,"Mammalia"
"2373",0,"Mammalia"
"2374",7,"Mammalia"
"2375",6,"Mammalia"
"2376",4,"Mammalia"
"2377",6,"Mammalia"
"2378",15,"Mammalia"
"2379",1,"Mammalia"
"2380",8,"Mammalia"
"2381",8,"Mammalia"
"2382",7,"Mammalia"
"2383",1,"Mammalia"
"2384",7,"Mammalia"
"2385",2,"Mammalia"
"2386",1,"Mammalia"
"2387",3,"Mammalia"
"2388",4,"Mammalia"
"2389",5,"Mammalia"
"2390",3,"Mammalia"
"2391",0,"Mammalia"
"2392",4,"Mammalia"
"2393",14,"Mammalia"
"2394",3,"Mammalia"
"2395",1,"Mammalia"
"2396",1,"Mammalia"
"2397",4,"Mammalia"
"2398",3,"Mammalia"
"2399",11,"Mammalia"
"2400",8,"Mammalia"
"2401",1,"Mammalia"
"2402",4,"Mammalia"
"2403",4,"Mammalia"
"2404",3,"Mammalia"
"2405",1,"Mammalia"
"2406",1,"Mammalia"
"2407",1,"Mammalia"
"2408",3,"Mammalia"
"2409",10,"Mammalia"
"2410",2,"Mammalia"
"2411",3,"Mammalia"
"2412",7,"Mammalia"
"2413",8,"Mammalia"
"2414",1,"Mammalia"
"2415",5,"Mammalia"
"2416",1,"Mammalia"
"2417",6,"Mammalia"
"2418",5,"Mammalia"
"2419",5,"Mammalia"
"2420",2,"Mammalia"
"2421",3,"Mammalia"
"2422",1,"Mammalia"
"2423",8,"Mammalia"
"2424",5,"Mammalia"
"2425",6,"Mammalia"
"2426",3,"Mammalia"
"2427",4,"Mammalia"
"2428",2,"Mammalia"
"2429",1,"Mammalia"
"2430",2,"Mammalia"
"2431",2,"Mammalia"
"2432",8,"Mammalia"
"2433",1,"Mammalia"
"2434",8,"Mammalia"
"2435",3,"Mammalia"
"2436",4,"Mammalia"
"2437",3,"Mammalia"
"2438",5,"Mammalia"
"2439",3,"Mammalia"
"2440",3,"Mammalia"
"2441",4,"Mammalia"
"2442",2,"Mammalia"
"2443",2,"Mammalia"
"2444",1,"Mammalia"
"2445",2,"Mammalia"
"2446",1,"Mammalia"
"2447",13,"Mammalia"
"2448",9,"Mammalia"
"2449",3,"Mammalia"
"2450",1,"Mammalia"
"2451",12,"Mammalia"
"2452",7,"Mammalia"
"2453",12,"Mammalia"
"2454",9,"Mammalia"
"2455",4,"Mammalia"
"2456",1,"Mammalia"
"2457",3,"Mammalia"
"2458",8,"Mammalia"
"2459",1,"Mammalia"
"2460",1,"Mammalia"
"2461",8,"Mammalia"
"2462",13,"Mammalia"
"2463",7,"Mammalia"
"2464",10,"Mammalia"
"2465",4,"Mammalia"
"2466",4,"Mammalia"
"2467",7,"Mammalia"
"2468",6,"Mammalia"
"2469",3,"Mammalia"
"2470",11,"Mammalia"
"2471",3,"Mammalia"
"2472",3,"Mammalia"
"2473",5,"Mammalia"
"2474",3,"Mammalia"
"2475",2,"Mammalia"
"2476",2,"Mammalia"
"2477",3,"Mammalia"
"2478",3,"Mammalia"
"2479",1,"Mammalia"
"2480",8,"Mammalia"
"2481",2,"Mammalia"
"2482",1,"Mammalia"
"2483",5,"Mammalia"
"2484",4,"Mammalia"
"2485",2,"Mammalia"
"2486",1,"Mammalia"
"2487",2,"Mammalia"
"2488",7,"Mammalia"
"2489",3,"Mammalia"
"2490",5,"Mammalia"
"2491",5,"Mammalia"
"2492",1,"Mammalia"
"2493",8,"Mammalia"
"2494",4,"Mammalia"
"2495",2,"Mammalia"
"2496",1,"Mammalia"
"2497",3,"Mammalia"
"2498",3,"Mammalia"
"2499",5,"Mammalia"
"2500",1,"Mammalia"
"2501",2,"Mammalia"
"2502",3,"Mammalia"
"2503",2,"Mammalia"
"2504",3,"Mammalia"
"2505",5,"Mammalia"
"2506",8,"Mammalia"
"2507",7,"Mammalia"
"2508",6,"Mammalia"
"2509",1,"Mammalia"
"2510",3,"Mammalia"
"2511",2,"Mammalia"
"2512",0,"Mammalia"
"2513",2,"Mammalia"
"2514",1,"Mammalia"
"2515",7,"Mammalia"
"2516",4,"Mammalia"
"2517",1,"Mammalia"
"2518",6,"Mammalia"
"2519",4,"Mammalia"
"2520",4,"Mammalia"
"2521",1,"Mammalia"
"2522",0,"Mammalia"
"2523",1,"Mammalia"
"2524",4,"Mammalia"
"2525",3,"Mammalia"
"2526",7,"Mammalia"
"2527",5,"Mammalia"
"2528",4,"Mammalia"
"2529",2,"Mammalia"
"2530",1,"Mammalia"
"2531",12,"Mammalia"
"2532",5,"Mammalia"
"2533",1,"Mammalia"
"2534",8,"Mammalia"
"2535",20,"Mammalia"
"2536",1,"Mammalia"
"2537",7,"Mammalia"
"2538",15,"Mammalia"
"2539",6,"Mammalia"
"2540",9,"Mammalia"
"2541",2,"Mammalia"
"2542",9,"Mammalia"
"2543",3,"Mammalia"
"2544",15,"Mammalia"
"2545",1,"Mammalia"
"2546",11,"Mammalia"
"2547",8,"Mammalia"
"2548",9,"Mammalia"
"2549",10,"Mammalia"
"2550",5,"Mammalia"
"2551",1,"Mammalia"
"2552",2,"Mammalia"
"2553",17,"Mammalia"
"2554",6,"Mammalia"
"2555",8,"Mammalia"
"2556",3,"Mammalia"
"2557",8,"Mammalia"
"2558",2,"Mammalia"
"2559",8,"Mammalia"
"2560",5,"Mammalia"
"2561",9,"Mammalia"
"2562",7,"Mammalia"
"2563",12,"Mammalia"
"2564",15,"Mammalia"
"2565",7,"Mammalia"
"2566",3,"Mammalia"
"2567",8,"Mammalia"
"2568",3,"Mammalia"
"2569",6,"Mammalia"
"2570",12,"Mammalia"
"2571",11,"Mammalia"
"2572",5,"Mammalia"
"2573",11,"Mammalia"
"2574",14,"Mammalia"
"2575",3,"Mammalia"
"2576",5,"Mammalia"
"2577",10,"Mammalia"
"2578",2,"Mammalia"
"2579",12,"Mammalia"
"2580",11,"Mammalia"
"2581",6,"Mammalia"
"2582",7,"Mammalia"
"2583",6,"Mammalia"
"2584",6,"Mammalia"
"2585",1,"Mammalia"
"2586",7,"Mammalia"
"2587",12,"Mammalia"
"2588",2,"Mammalia"
"2589",15,"Mammalia"
"2590",3,"Mammalia"
"2591",10,"Mammalia"
"2592",1,"Mammalia"
"2593",8,"Mammalia"
"2594",2,"Mammalia"
"2595",2,"Mammalia"
"2596",2,"Mammalia"
"2597",1,"Mammalia"
"2598",1,"Mammalia"
"2599",10,"Mammalia"
"2600",3,"Mammalia"
"2601",13,"Mammalia"
"2602",12,"Mammalia"
"2603",5,"Mammalia"
"2604",2,"Mammalia"
"2605",7,"Mammalia"
"2606",4,"Mammalia"
"2607",4,"Mammalia"
"2608",1,"Mammalia"
"2609",3,"Mammalia"
"2610",6,"Mammalia"
"2611",1,"Mammalia"
"2612",3,"Mammalia"
"2613",4,"Mammalia"
"2614",3,"Mammalia"
"2615",7,"Mammalia"
"2616",0,"Mammalia"
"2617",8,"Mammalia"
"2618",8,"Mammalia"
"2619",1,"Mammalia"
"2620",8,"Mammalia"
"2621",4,"Mammalia"
"2622",4,"Mammalia"
"2623",5,"Mammalia"
"2624",3,"Mammalia"
"2625",8,"Mammalia"
"2626",8,"Mammalia"
"2627",8,"Mammalia"
"2628",1,"Mammalia"
"2629",4,"Mammalia"
"2630",5,"Mammalia"
"2631",3,"Mammalia"
"2632",5,"Mammalia"
"2633",2,"Mammalia"
"2634",4,"Mammalia"
"2635",5,"Mammalia"
"2636",3,"Mammalia"
"2637",2,"Mammalia"
"2638",3,"Mammalia"
"2639",7,"Mammalia"
"2640",3,"Mammalia"
"2641",1,"Mammalia"
"2642",1,"Mammalia"
"2643",3,"Mammalia"
"2644",2,"Mammalia"
"2645",1,"Mammalia"
"2646",18,"Mammalia"
"2647",9,"Mammalia"
"2648",8,"Mammalia"
"2649",12,"Mammalia"
"2650",12,"Mammalia"
"2651",1,"Mammalia"
"2652",9,"Mammalia"
"2653",3,"Mammalia"
"2654",1,"Mammalia"
"2655",9,"Mammalia"
"2656",4,"Mammalia"
"2657",12,"Mammalia"
"2658",4,"Mammalia"
"2659",5,"Mammalia"
"2660",1,"Mammalia"
"2661",0,"Mammalia"
"2662",3,"Mammalia"
"2663",1,"Mammalia"
"2664",0,"Mammalia"
"2665",6,"Mammalia"
"2666",9,"Mammalia"
"2667",9,"Mammalia"
"2668",2,"Mammalia"
"2669",5,"Mammalia"
"2670",1,"Mammalia"
"2671",12,"Mammalia"
"2672",12,"Mammalia"
"2673",18,"Mammalia"
"2674",1,"Mammalia"
"2675",1,"Mammalia"
"2676",3,"Mammalia"
"2677",3,"Mammalia"
"2678",4,"Mammalia"
"2679",2,"Mammalia"
"2680",10,"Mammalia"
"2681",10,"Mammalia"
"2682",2,"Mammalia"
"2683",1,"Mammalia"
"2684",3,"Mammalia"
"2685",1,"Mammalia"
"2686",10,"Mammalia"
"2687",8,"Mammalia"
"2688",2,"Mammalia"
"2689",10,"Mammalia"
"2690",9,"Mammalia"
"2691",2,"Mammalia"
"2692",7,"Mammalia"
"2693",2,"Mammalia"
"2694",8,"Mammalia"
"2695",7,"Mammalia"
"2696",3,"Mammalia"
"2697",1,"Mammalia"
"2698",4,"Mammalia"
"2699",7,"Mammalia"
"2700",4,"Mammalia"
"2701",2,"Mammalia"
"2702",0,"Mammalia"
"2703",10,"Mammalia"
"2704",4,"Mammalia"
"2705",3,"Mammalia"
"2706",3,"Mammalia"
"2707",1,"Mammalia"
"2708",9,"Mammalia"
"2709",3,"Mammalia"
"2710",7,"Mammalia"
"2711",3,"Mammalia"
"2712",6,"Mammalia"
"2713",9,"Mammalia"
"2714",7,"Mammalia"
"2715",0,"Mammalia"
"2716",9,"Mammalia"
"2717",4,"Mammalia"
"2718",1,"Mammalia"
"2719",6,"Mammalia"
"2720",3,"Mammalia"
"2721",6,"Mammalia"
"2722",4,"Mammalia"
"2723",8,"Mammalia"
"2724",1,"Mammalia"
"2725",8,"Mammalia"
"2726",2,"Mammalia"
"2727",6,"Mammalia"
"2728",5,"Mammalia"
"2729",5,"Mammalia"
"2730",2,"Mammalia"
"2731",1,"Mammalia"
"2732",9,"Mammalia"
"2733",12,"Mammalia"
"2734",2,"Mammalia"
"2735",5,"Mammalia"
"2736",12,"Mammalia"
"2737",2,"Mammalia"
"2738",7,"Mammalia"
"2739",2,"Mammalia"
"2740",1,"Mammalia"
"2741",6,"Mammalia"
"2742",0,"Mammalia"
"2743",6,"Mammalia"
"2744",2,"Mammalia"
"2745",6,"Mammalia"
"2746",1,"Mammalia"
"2747",6,"Mammalia"
"2748",5,"Mammalia"
"2749",7,"Mammalia"
"2750",2,"Mammalia"
"2751",5,"Mammalia"
"2752",4,"Mammalia"
"2753",1,"Mammalia"
"2754",8,"Mammalia"
"2755",9,"Mammalia"
"2756",2,"Mammalia"
"2757",3,"Mammalia"
"2758",2,"Mammalia"
"2759",1,"Mammalia"
"2760",6,"Mammalia"
"2761",7,"Mammalia"
"2762",4,"Mammalia"
"2763",15,"Mammalia"
"2764",10,"Mammalia"
"2765",16,"Mammalia"
"2766",15,"Mammalia"
"2767",14,"Mammalia"
"2768",1,"Mammalia"
"2769",18,"Mammalia"
"2770",17,"Mammalia"
"2771",12,"Mammalia"
"2772",5,"Mammalia"
"2773",10,"Mammalia"
"2774",6,"Mammalia"
"2775",1,"Mammalia"
"2776",5,"Mammalia"
"2777",1,"Mammalia"
"2778",13,"Mammalia"
"2779",5,"Mammalia"
"2780",11,"Mammalia"
"2781",2,"Mammalia"
"2782",14,"Mammalia"
"2783",9,"Mammalia"
"2784",7,"Mammalia"
"2785",7,"Mammalia"
"2786",11,"Mammalia"
"2787",18,"Mammalia"
"2788",4,"Mammalia"
"2789",11,"Mammalia"
"2790",1,"Mammalia"
"2791",2,"Mammalia"
"2792",9,"Mammalia"
"2793",5,"Mammalia"
"2794",7,"Mammalia"
"2795",2,"Mammalia"
"2796",1,"Mammalia"
"2797",3,"Mammalia"
"2798",8,"Mammalia"
"2799",4,"Mammalia"
"2800",12,"Mammalia"
"2801",4,"Mammalia"
"2802",8,"Mammalia"
"2803",15,"Mammalia"
"2804",3,"Mammalia"
"2805",10,"Mammalia"
"2806",13,"Mammalia"
"2807",8,"Mammalia"
"2808",3,"Mammalia"
"2809",2,"Mammalia"
"2810",3,"Mammalia"
"2811",3,"Mammalia"
"2812",0,"Mammalia"
"2813",1,"Mammalia"
"2814",8,"Mammalia"
"2815",4,"Mammalia"
"2816",3,"Mammalia"
"2817",1,"Mammalia"
"2818",10,"Mammalia"
"2819",4,"Mammalia"
"2820",1,"Mammalia"
"2821",4,"Mammalia"
"2822",6,"Mammalia"
"2823",4,"Mammalia"
"2824",2,"Mammalia"
"2825",4,"Mammalia"
"2826",20,"Mammalia"
"2827",1,"Mammalia"
"2828",2,"Mammalia"
"2829",5,"Mammalia"
"2830",3,"Mammalia"
"2831",3,"Mammalia"
"2832",1,"Mammalia"
"2833",13,"Mammalia"
"2834",3,"Mammalia"
"2835",2,"Mammalia"
"2836",5,"Mammalia"
"2837",3,"Mammalia"
"2838",10,"Mammalia"
"2839",1,"Mammalia"
"2840",2,"Mammalia"
"2841",2,"Mammalia"
"2842",5,"Mammalia"
"2843",6,"Mammalia"
"2844",6,"Mammalia"
"2845",1,"Mammalia"
"2846",12,"Mammalia"
"2847",3,"Mammalia"
"2848",14,"Mammalia"
"2849",8,"Mammalia"
"2850",3,"Mammalia"
"2851",2,"Mammalia"
"2852",5,"Mammalia"
"2853",3,"Mammalia"
"2854",2,"Mammalia"
"2855",1,"Mammalia"
"2856",2,"Mammalia"
"2857",3,"Mammalia"
"2858",3,"Mammalia"
"2859",3,"Mammalia"
"2860",7,"Mammalia"
"2861",2,"Mammalia"
"2862",10,"Mammalia"
"2863",11,"Mammalia"
"2864",6,"Mammalia"
"2865",1,"Mammalia"
"2866",4,"Mammalia"
"2867",2,"Mammalia"
"2868",1,"Mammalia"
"2869",1,"Mammalia"
"2870",0,"Mammalia"
"2871",2,"Mammalia"
"2872",11,"Mammalia"
"2873",12,"Mammalia"
"2874",3,"Mammalia"
"2875",9,"Mammalia"
"2876",1,"Mammalia"
"2877",2,"Mammalia"
"2878",1,"Mammalia"
"2879",11,"Mammalia"
"2880",1,"Mammalia"
"2881",7,"Mammalia"
"2882",1,"Mammalia"
"2883",2,"Mammalia"
"2884",7,"Mammalia"
"2885",4,"Mammalia"
"2886",2,"Mammalia"
"2887",1,"Mammalia"
"2888",3,"Mammalia"
"2889",12,"Mammalia"
"2890",10,"Mammalia"
"2891",10,"Mammalia"
"2892",13,"Mammalia"
"2893",3,"Mammalia"
"2894",1,"Mammalia"
"2895",1,"Mammalia"
"2896",1,"Mammalia"
"2897",1,"Mammalia"
"2898",1,"Mammalia"
"2899",1,"Mammalia"
"2900",1,"Mammalia"
"2901",8,"Mammalia"
"2902",3,"Mammalia"
"2903",1,"Mammalia"
"2904",1,"Mammalia"
"2905",2,"Mammalia"
"2906",11,"Mammalia"
"2907",4,"Mammalia"
"2908",13,"Mammalia"
"2909",1,"Mammalia"
"2910",2,"Mammalia"
"2911",19,"Mammalia"
"2912",1,"Mammalia"
"2913",3,"Mammalia"
"2914",5,"Mammalia"
"2915",4,"Mammalia"
"2916",1,"Mammalia"
"2917",1,"Mammalia"
"2918",13,"Mammalia"
"2919",4,"Mammalia"
"2920",5,"Mammalia"
"2921",3,"Mammalia"
"2922",5,"Mammalia"
"2923",3,"Mammalia"
"2924",12,"Mammalia"
"2925",5,"Mammalia"
"2926",1,"Mammalia"
"2927",3,"Mammalia"
"2928",6,"Mammalia"
"2929",10,"Mammalia"
"2930",6,"Mammalia"
"2931",12,"Mammalia"
"2932",6,"Mammalia"
"2933",4,"Mammalia"
"2934",1,"Mammalia"
"2935",7,"Mammalia"
"2936",5,"Mammalia"
"2937",1,"Mammalia"
"2938",2,"Mammalia"
"2939",3,"Mammalia"
"2940",2,"Mammalia"
"2941",3,"Mammalia"
"2942",11,"Mammalia"
"2943",2,"Mammalia"
"2944",11,"Mammalia"
"2945",11,"Mammalia"
"2946",6,"Mammalia"
"2947",2,"Mammalia"
"2948",5,"Mammalia"
"2949",2,"Mammalia"
"2950",1,"Mammalia"
"2951",9,"Mammalia"
"2952",13,"Mammalia"
"2953",3,"Mammalia"
"2954",12,"Mammalia"
"2955",1,"Mammalia"
"2956",13,"Mammalia"
"2957",3,"Mammalia"
"2958",8,"Mammalia"
"2959",2,"Mammalia"
"2960",2,"Mammalia"
"2961",6,"Mammalia"
"2962",2,"Mammalia"
"2963",1,"Mammalia"
"2964",1,"Mammalia"
"2965",12,"Mammalia"
"2966",8,"Mammalia"
"2967",7,"Mammalia"
"2968",2,"Mammalia"
"2969",11,"Mammalia"
"2970",5,"Mammalia"
"2971",2,"Mammalia"
"2972",2,"Mammalia"
"2973",1,"Mammalia"
"2974",1,"Mammalia"
"2975",1,"Mammalia"
"2976",1,"Mammalia"
"2977",1,"Mammalia"
"2978",1,"Mammalia"
"2979",3,"Mammalia"
"2980",7,"Mammalia"
"2981",1,"Mammalia"
"2982",3,"Mammalia"
"2983",11,"Mammalia"
"2984",9,"Mammalia"
"2985",5,"Mammalia"
"2986",1,"Mammalia"
"2987",4,"Mammalia"
"2988",11,"Mammalia"
"2989",5,"Mammalia"
"2990",8,"Mammalia"
"2991",8,"Mammalia"
"2992",11,"Mammalia"
"2993",7,"Mammalia"
"2994",5,"Mammalia"
"2995",3,"Mammalia"
"2996",1,"Mammalia"
"2997",1,"Mammalia"
"2998",3,"Mammalia"
"2999",3,"Mammalia"
"3000",2,"Mammalia"
"3001",2,"Mammalia"
"3002",1,"Mammalia"
"3003",12,"Mammalia"
"3004",2,"Mammalia"
"3005",3,"Mammalia"
"3006",2,"Mammalia"
"3007",11,"Mammalia"
"3008",5,"Mammalia"
"3009",6,"Mammalia"
"3010",15,"Mammalia"
"3011",8,"Mammalia"
"3012",16,"Mammalia"
"3013",19,"Mammalia"
"3014",7,"Mammalia"
"3015",17,"Mammalia"
"3016",20,"Mammalia"
"3017",8,"Mammalia"
"3018",6,"Mammalia"
"3019",13,"Mammalia"
"3020",7,"Mammalia"
"3021",21,"Mammalia"
"3022",10,"Mammalia"
"3023",3,"Mammalia"
"3024",11,"Mammalia"
"3025",4,"Mammalia"
"3026",13,"Mammalia"
"3027",9,"Mammalia"
"3028",7,"Mammalia"
"3029",12,"Mammalia"
"3030",12,"Mammalia"
"3031",5,"Mammalia"
"3032",6,"Mammalia"
"3033",3,"Mammalia"
"3034",16,"Mammalia"
"3035",6,"Mammalia"
"3036",2,"Mammalia"
"3037",5,"Mammalia"
"3038",1,"Mammalia"
"3039",13,"Mammalia"
"3040",2,"Mammalia"
"3041",4,"Mammalia"
"3042",10,"Mammalia"
"3043",4,"Mammalia"
"3044",6,"Mammalia"
"3045",9,"Mammalia"
"3046",9,"Mammalia"
"3047",1,"Mammalia"
"3048",1,"Mammalia"
"3049",11,"Mammalia"
"3050",4,"Mammalia"
"3051",0,"Mammalia"
"3052",8,"Mammalia"
"3053",13,"Mammalia"
"3054",4,"Mammalia"
"3055",5,"Mammalia"
"3056",12,"Mammalia"
"3057",2,"Mammalia"
"3058",9,"Mammalia"
"3059",3,"Mammalia"
"3060",6,"Mammalia"
"3061",4,"Mammalia"
"3062",7,"Mammalia"
"3063",7,"Mammalia"
"3064",8,"Mammalia"
"3065",2,"Mammalia"
"3066",4,"Mammalia"
"3067",0,"Mammalia"
"3068",17,"Mammalia"
"3069",17,"Mammalia"
"3070",1,"Mammalia"
"3071",2,"Mammalia"
"3072",11,"Mammalia"
"3073",10,"Mammalia"
"3074",17,"Mammalia"
"3075",3,"Mammalia"
"3076",14,"Mammalia"
"3077",3,"Mammalia"
"3078",1,"Mammalia"
"3079",1,"Mammalia"
"3080",3,"Mammalia"
"3081",7,"Mammalia"
"3082",3,"Mammalia"
"3083",10,"Mammalia"
"3084",12,"Mammalia"
"3085",3,"Mammalia"
"3086",6,"Mammalia"
"3087",11,"Mammalia"
"3088",8,"Mammalia"
"3089",6,"Mammalia"
"3090",8,"Mammalia"
"3091",3,"Mammalia"
"3092",9,"Mammalia"
"3093",5,"Mammalia"
"3094",7,"Mammalia"
"3095",1,"Mammalia"
"3096",10,"Mammalia"
"3097",1,"Mammalia"
"3098",13,"Mammalia"
"3099",4,"Mammalia"
"3100",3,"Mammalia"
"3101",4,"Mammalia"
"3102",1,"Mammalia"
"3103",4,"Mammalia"
"3104",1,"Mammalia"
"3105",1,"Mammalia"
"3106",13,"Mammalia"
"3107",4,"Mammalia"
"3108",7,"Mammalia"
"3109",13,"Mammalia"
"3110",8,"Mammalia"
"3111",17,"Mammalia"
"3112",15,"Mammalia"
"3113",7,"Mammalia"
"3114",2,"Mammalia"
"3115",19,"Mammalia"
"3116",15,"Mammalia"
"3117",5,"Mammalia"
"3118",12,"Mammalia"
"3119",8,"Mammalia"
"3120",20,"Mammalia"
"3121",9,"Mammalia"
"3122",2,"Mammalia"
"3123",8,"Mammalia"
"3124",1,"Mammalia"
"3125",11,"Mammalia"
"3126",7,"Mammalia"
"3127",6,"Mammalia"
"3128",10,"Mammalia"
"3129",10,"Mammalia"
"3130",8,"Mammalia"
"3131",7,"Mammalia"
"3132",2,"Mammalia"
"3133",15,"Mammalia"
"3134",0,"Mammalia"
"3135",6,"Mammalia"
"3136",1,"Mammalia"
"3137",4,"Mammalia"
"3138",15,"Mammalia"
"3139",3,"Mammalia"
"3140",6,"Mammalia"
"3141",10,"Mammalia"
"3142",3,"Mammalia"
"3143",5,"Mammalia"
"3144",10,"Mammalia"
"3145",10,"Mammalia"
"3146",1,"Mammalia"
"3147",2,"Mammalia"
"3148",6,"Mammalia"
"3149",6,"Mammalia"
"3150",1,"Mammalia"
"3151",12,"Mammalia"
"3152",4,"Mammalia"
"3153",9,"Mammalia"
"3154",6,"Mammalia"
"3155",5,"Mammalia"
"3156",4,"Mammalia"
"3157",8,"Mammalia"
"3158",6,"Mammalia"
"3159",9,"Mammalia"
"3160",2,"Mammalia"
"3161",4,"Mammalia"
"3162",17,"Mammalia"
"3163",19,"Mammalia"
"3164",4,"Mammalia"
"3165",2,"Mammalia"
"3166",10,"Mammalia"
"3167",9,"Mammalia"
"3168",17,"Mammalia"
"3169",3,"Mammalia"
"3170",13,"Mammalia"
"3171",5,"Mammalia"
"3172",1,"Mammalia"
"3173",3,"Mammalia"
"3174",1,"Mammalia"
"3175",6,"Mammalia"
"3176",3,"Mammalia"
"3177",10,"Mammalia"
"3178",2,"Mammalia"
"3179",9,"Mammalia"
"3180",10,"Mammalia"
"3181",7,"Mammalia"
